"label","name","super_class","is_extendable","sys_updated_on"
"Adaptive Authentication Event","adaptive_auth_event","","false","2024-05-16 12:07:26"
"Agent Assist Recommendation","agent_assist_recommendation","Application File","false","2024-05-16 12:08:36"
"MID Server File","agent_file","","false","2024-05-16 11:55:46"
"Record Producer Configuration","aisa_rp_config","Application File","false","2024-05-16 12:11:35"
"Search Actions","aisa_ui_action","Application File","false","2024-05-16 12:11:35"
"AI Search ACL Overrides","ais_acl_overrides","Application File","false","2024-05-16 11:41:53"
"AI Search Active Table Ingestion Tracker","ais_active_table_ingestion_tracker","","false","2024-05-16 11:41:50"
"AI Search Async Genius Result","ais_async_genius_result","","false","2025-01-23 23:08:45"
"AI Search Async Request","ais_async_request","","false","2025-01-23 23:08:46"
"AI Search Child Table","ais_child_table","Application File","false","2024-05-16 11:41:51"
"AI Search Configuration Attribute","ais_configuration_attribute","","false","2024-05-16 11:41:50"
"AI Search Connection","ais_connection","","false","2024-05-16 11:41:52"
"AI Search Country To Search Language","ais_country_to_search_language","Application File","false","2024-05-16 11:41:53"
"Custom Matcher","ais_custom_matcher","Application File","false","2024-05-16 11:41:53"
"AI Search Indexed Source","ais_datasource","Application File","false","2024-05-16 11:41:52"
"AI Search Indexed Source Attribute","ais_datasource_attribute","Application File","false","2024-05-16 11:41:51"
"AI Search Indexed Source Field Attribute","ais_datasource_field_attribute","Application File","false","2024-05-16 11:41:52"
"AI Search Indexed Source Statistics","ais_datasource_stats","","false","2024-05-16 11:41:53"
"AI Search Dictionary","ais_dictionary","Application File","false","2024-05-16 11:41:51"
"AI Search Dictionary Term","ais_dictionary_term","Application File","false","2024-05-16 11:41:52"
"AI Search Genius Result Configuration","ais_genius_result_configuration","Application File","false","2024-05-16 11:41:51"
"AI Search Genius Result Configuration Parameters","ais_genius_result_configuration_parameters","","false","2025-01-23 23:08:44"
"AI Search Genius Result Configuration NLU Model Mapping","ais_genius_result_configuration_sys_nlu_model_m2m","Application File","false","2024-05-16 11:41:51"
"Guard Rail Limit for Indexed Data Sources","ais_guard_rail_limit_data_source","","false","2025-01-23 23:08:43"
"AI Search Helpfulness Score Stats","ais_helpfulness_score_stats","","false","2025-01-23 23:08:45"
"AI Search Index Events stats","ais_index_queue_stats","","false","2024-05-16 11:41:50"
"AI Search Ingestion Trigger Checkin","ais_ingestion_trigger_checkin","","false","2024-05-16 11:41:51"
"AI Search Indexed Batch History","ais_ingest_batch_stats","","false","2024-05-16 11:41:52"
"AI Search Indexed Source History","ais_ingest_datasource_stats","","false","2024-05-16 11:41:52"
"AI Search Indexed Event History","ais_ingest_event_stats","","false","2024-05-16 11:41:51"
"AI Search Indexed Retry History","ais_ingest_retry_stats","","false","2024-05-16 11:41:52"
"AI Search Indexed Table History","ais_ingest_table_stats","","false","2024-05-16 11:41:50"
"AI Search Long Query Log","ais_long_query_log","","false","2024-05-16 11:41:51"
"AI Search NLQ Navigation","ais_nlq_navigation","","false","2024-05-16 11:41:51"
"AI Search Partition Health","ais_partition_health","","false","2024-05-16 11:41:53"
"AI Search Partition Health Response","ais_partition_health_response","","false","2024-05-16 11:41:53"
"AI Search Publish History","ais_publish_history","","false","2024-05-16 11:41:53"
"AI Search Query Statistics","ais_query_statistics","","false","2025-01-23 23:08:44"
"AI Search Relevancy Auto Train Solution","ais_relevancy_autotrain_solution","ML Auto Train Solution","false","2024-05-16 11:41:53"
"AI Search Relevancy Solution Definition","ais_relevancy_solution_definition","Solution Definition","false","2024-05-16 11:41:53"
"AI Search Relevancy Training Execution","ais_relevancy_training_execution","","false","2024-05-16 11:41:53"
"AI Search Relevancy Training Staging","ais_relevancy_training_staging","","false","2024-05-16 11:41:52"
"AI Search Retention Policy","ais_retention_policy","","false","2024-05-16 11:41:53"
"AI Search Results Improvement Rule","ais_rule","Application File","false","2024-05-16 11:41:52"
"AI Search Results Improvement Rule Action","ais_rule_action","Application File","false","2024-05-16 11:41:53"
"Mirrored Result Improvement Rule","ais_rule_mirror_m2m","Application File","false","2024-05-16 11:41:50"
"AI Search Search Profile","ais_search_profile","Application File","false","2024-05-16 11:41:51"
"AI Search Search Profile Dictionary Mapping","ais_search_profile_ais_dictionary_m2m","Application File","false","2024-05-16 11:41:53"
"AI Search Search Profile Genius Result Configuration Mapping","ais_search_profile_ais_genius_result_configuration_m2m","Application File","false","2024-05-16 11:41:51"
"AI Search Search Profile Search Source Mapping","ais_search_profile_ais_search_source_m2m","Application File","false","2024-05-16 11:41:51"
"AI Search Search Profile Relevancy Model","ais_search_profile_relevancy_model","","false","2024-05-16 11:41:51"
"AI Search Search Source","ais_search_source","Application File","false","2024-05-16 11:41:52"
"AI Search Updatable Field Event","ais_updatable_field_event","","false","2024-05-16 11:41:51"
"Asset","alm_asset","","true","2024-05-16 11:51:40"
"Asset CI Field Mapping","alm_asset_ci_field_mapping","Application File","false","2024-05-16 11:51:39"
"Asset CI Install Status Mapping","alm_asset_ci_state_mapping","Application File","false","2024-05-16 11:51:41"
"Asset Creation Queue","alm_asset_creation_queue","","false","2024-05-16 11:51:41"
"Consumable","alm_consumable","Asset","false","2024-05-16 11:51:41"
"Custom Template Task","alm_custom_template_task","Template Task","false","2024-05-16 11:51:40"
"License Entitlement","alm_entitlement","","true","2015-07-30 13:55:49"
"Device Entitlement","alm_entitlement_asset","License Entitlement","false","2015-07-30 13:59:23"
"User Entitlement","alm_entitlement_user","License Entitlement","false","2015-07-30 13:58:44"
"Facility","alm_facility","Asset","false","2024-05-16 11:51:40"
"Fixed Assets","alm_fixed_assets","","false","2024-05-16 11:51:36"
"Hardware","alm_hardware","Asset","false","2024-05-16 11:51:41"
"Asset CI Hardware State Mapping","alm_hardware_state_mapping","Application File","false","2024-05-16 11:51:39"
"Software License","alm_license","Asset","false","2024-05-16 11:51:41"
"Stockroom Model","alm_m2m_stockroom_model","","false","2024-05-16 11:51:40"
"Stockroom","alm_stockroom","","false","2024-05-16 11:51:41"
"Stockroom Type","alm_stockroom_type","","false","2024-05-16 11:51:39"
"Stock Rule","alm_stock_rule","","false","2024-05-16 11:51:39"
"Template Subtask","alm_template_subtask","","false","2024-05-16 11:51:40"
"Template Task","alm_template_task","","true","2024-05-16 11:51:37"
"Transfer Order","alm_transfer_order","","false","2024-05-16 11:51:39"
"Transfer Order Line","alm_transfer_order_line","","false","2024-05-16 11:51:37"
"Transfer Order Line Subtask","alm_transfer_order_line_subtask","Task","false","2024-05-16 11:51:38"
"Transfer Order Line Task","alm_transfer_order_line_task","Task","false","2024-05-16 11:51:41"
"Default Stockroom","alm_user_stockroom","","false","2024-05-16 11:51:40"
"Analytics Task","analytics_task","","true","2024-05-16 12:02:09"
"Announcement","announcement","Application File","false","2024-05-16 11:59:04"
"Announcement Consumer Type","announcement_consumer_type","Application File","false","2024-05-16 11:59:03"
"Announcement Style","announcement_style","Application File","false","2024-05-16 11:59:04"
"Antivirus Activity","antivirus_activity","","false","2024-05-16 12:03:38"
"API Key","api_key","Auth Credential","false","2024-05-16 12:07:36"
"API Key Credentials","api_key_credentials","Credentials","false","2024-05-16 11:56:20"
"Application Diagnostic","application_diagnostic","","false","2024-05-16 11:54:30"
"Archive Audit Result","ar_cert_audit_result","","false","2024-05-16 13:02:59"
"Archive Knowledge Use","ar_kb_use","","false","2024-05-16 13:02:54"
"Assessable Record","asmt_assessable_record","","false","2015-04-13 14:36:48"
"Assessment Group","asmt_assessment","","false","2024-05-16 11:51:57"
"Assessment Instance","asmt_assessment_instance","","false","2024-05-16 11:51:58"
"Assessment Instance Question","asmt_assessment_instance_question","","false","2016-07-01 19:16:40"
"Assessment Stat","asmt_assessment_stat","","false","2024-05-16 11:51:57"
"Bubble Chart","asmt_bubble_chart","Application File","false","2024-05-16 11:51:56"
"Assessment Category Result","asmt_category_result","","false","2024-05-16 11:51:56"
"Trigger Condition","asmt_condition","Application File","false","2024-05-16 11:51:58"
"Custom Metric","asmt_custom_metric","Application File","false","2024-05-16 11:51:57"
"Decision Matrix","asmt_decision_matrix","Application File","false","2024-05-16 11:51:58"
"Category Assessable Records","asmt_m2m_category_assessment","","false","2024-05-16 11:51:58"
"Assessment Category User","asmt_m2m_category_user","","false","2024-05-16 11:51:55"
"Survey Recipients Lists","asmt_m2m_recipientslist_survey","","false","2024-05-16 11:52:08"
"Assessment Stakeholders","asmt_m2m_stakeholder","","false","2024-05-16 11:51:55"
"Assessment X Category Matrix","asmt_m2m_xcategory_matrix","Application File","false","2024-05-16 11:51:54"
"Assessment Y Category Matrix","asmt_m2m_ycategory_matrix","Application File","false","2024-05-16 11:51:56"
"Assessment Metric","asmt_metric","Application File","false","2024-05-16 11:51:55"
"Metric Category","asmt_metric_category","Application File","false","2024-05-16 11:51:56"
"Assessment Metric Definition","asmt_metric_definition","Application File","false","2024-05-16 11:51:54"
"Metric Result","asmt_metric_result","","false","2024-05-16 11:51:56"
"Assessment Metric Type","asmt_metric_type","Application File","true","2024-05-16 11:51:57"
"Assessment Metric Type Group","asmt_metric_type_group","","false","2024-05-16 11:51:55"
"Assessment NPS Definition","asmt_nps_definition","Assessment Template Definition","false","2024-05-16 11:51:57"
"Assessment Net Promoter Score","asmt_nps_result","","false","2024-05-16 11:51:58"
"Assessment NPS Template","asmt_nps_template","Assessment Metric Template","false","2024-05-16 11:51:55"
"Signature","asmt_signature","Application File","false","2024-05-16 11:51:58"
"Assessment Metric Template","asmt_template","Application File","true","2024-05-16 11:51:55"
"Assessment Template Definition","asmt_template_definition","Application File","true","2024-05-16 11:51:55"
"Content Audit","asset_content_audit","","false","2024-05-16 11:51:42"
"Asset Job Log","asset_job_log","","false","2024-05-16 11:51:38"
"Asset Job Log Details","asset_job_log_detail","","false","2024-05-16 11:51:38"
"Asset Properties","asset_property","","false","2024-05-16 11:51:39"
"Asset Reclamation Request","asset_reclamation_request","Task","false","2024-05-16 11:51:38"
"Asset Task","asset_task","Task","false","2024-05-16 11:51:38"
"Contract","ast_contract","","true","2024-05-16 11:57:22"
"Lease Instance","ast_contract_instance","","false","2024-05-16 11:57:24"
"Lease","ast_lease","Contract","false","2024-05-16 11:57:22"
"Adobe Software License","ast_license_adobe","Software License","false","2024-05-16 11:57:23"
"Software License","ast_license_base","","true","2024-05-16 11:57:21"
"Generic Software License","ast_license_generic","Software License","false","2024-05-16 11:57:23"
"Microsoft Software License","ast_license_msft","Software License","false","2024-05-16 11:57:24"
"Software License Instance","ast_license_package_instance","","false","2024-05-16 11:57:24"
"Software License Instance","ast_license_software_instance","","false","2024-05-16 11:57:23"
"Symantec Software License","ast_license_symantec","Software License","false","2024-05-16 11:57:21"
"Service Contract","ast_service","Contract","false","2024-05-16 11:57:22"
"Software License","ast_software_license","","false","2024-05-16 11:57:24"
"Software Usage","ast_usage","","false","2024-05-16 11:57:21"
"Warranty","ast_warranty","Contract","false","2024-05-16 11:57:22"
"Breakpoint","atf_breakpoint","","false","2024-05-16 11:58:05"
"Input Variables","atf_input_variable","Test Variable","false","2024-05-16 11:58:07"
"Output Variables","atf_output_variable","Test Variable","false","2024-05-16 11:58:04"
"Attachment Extractor","attachment_extractor","Application File","false","2024-05-16 11:52:27"
"Attachment Scan History","attachment_scan_history","","false","2024-05-16 12:03:38"
"Auth Algorithm","auth_algorithm","Application File","false","2024-05-16 11:56:02"
"Auth Key Verification","auth_key_verification","","true","2024-05-16 11:56:01"
"Authentication Policy","auth_policy_mapping","Application File","false","2024-05-16 12:07:32"
"Command Pipeline","automation_pipeline","Probe","false","2024-05-16 11:56:14"
"Command","automation_pipeline_command","","true","2024-05-16 11:56:08"
"SNMPTable Pipeline Command","automation_pipeline_command_snmptable","Command","false","2024-05-16 11:56:22"
"Pipeline Command: Toolkit","automation_pipeline_command_toolkit","Command","false","2024-05-16 11:56:14"
"Pipeline Command: Unix","automation_pipeline_command_unix","Command","false","2024-05-16 11:56:09"
"Filter","automation_pipeline_filter","","true","2024-05-16 11:56:11"
"Pipeline Filter: Key/Value","automation_pipeline_filter_key_value","Filter","false","2024-05-16 11:56:18"
"Pipeline Filter: Regex","automation_pipeline_filter_regex","Filter","false","2024-05-16 11:56:11"
"Pipeline Filter: Table Column","automation_pipeline_filter_table_column","Filter","false","2024-05-16 11:56:19"
"Parser","automation_pipeline_parser","","true","2024-05-16 11:56:10"
"Pipeline Parser: Key/Value","automation_pipeline_parser_key_value","Parser","false","2024-05-16 11:56:10"
"SNMPTable Parser","automation_pipeline_parser_snmptable","Parser","false","2024-05-16 11:56:12"
"Pipeline Parser: Table","automation_pipeline_parser_table","Parser","false","2024-05-16 11:56:11"
"Transformer","automation_pipeline_transformer","","true","2024-05-16 11:56:09"
"Pipeline Transformer: Javascript","automation_pipeline_transformer_javascript","Transformer","false","2024-05-16 11:56:11"
"Pipeline Transformer: Key Mapper","automation_pipeline_transformer_key_mapper","Transformer","false","2024-05-16 11:56:10"
"Pipeline Transformer: PPID Special Case","automation_pipeline_transformer_ppid_special_case","Transformer","false","2024-05-16 11:56:09"
"Subnet Transformer","automation_pipeline_transformer_subnet","Transformer","false","2024-05-16 11:56:09"
"Automation Status Set","automation_status_set","","false","2024-05-16 11:56:19"
"AWS Credentials","aws_credentials","Credentials","false","2024-05-16 11:56:15"
"Workspace Record Types Selector","aw_record_type_selector","Application File","false","2024-05-16 12:08:37"
"Azure Alert Rule","azure_alert_rule","Application File","false","2024-05-16 11:56:14"
"Azure SAS credentials","azure_sas_credentials","Credentials","false","2024-05-16 11:56:19"
"Azure Service Principal","azure_service_principal","Cloud Management Credential","false","2024-05-16 11:56:13"
"Azure SSH Certificate Credentials","azure_ssh_certificate_credentials","Credentials","false","2024-05-16 11:56:22"
"Basic Auth Credentials","basic_auth_credentials","Credentials","false","2024-05-16 11:56:20"
"Basic(SFTP) Retry Conditions","basic_retry_conditions","","false","2024-05-16 11:56:05"
"Excluded Password","blacklisted_password","","false","2024-05-16 11:42:45"
"BSM Map Actions","bsm_action","Diagrammer Actions","false","2024-05-16 11:52:21"
"BSM Saved View","bsm_chart","","false","2024-05-16 11:52:33"
"BSM Menu Action","bsm_context_menu","","false","2024-05-16 11:52:33"
"Edge Color","bsm_edge_color","","false","2024-05-16 11:52:34"
"BSM Saved Map","bsm_graph","","false","2024-05-16 11:52:21"
"Map Indicator","bsm_indicator","Application File","false","2014-09-30 14:02:57"
"BSM Map Filter","bsm_map_filter","","false","2024-05-16 11:52:32"
"BSM Map Icon","bsm_map_icon","","false","2024-05-16 11:52:33"
"BSM Related Item","bsm_related_item","Application File","false","2024-05-16 11:52:22"
"Business Application Request","business_app_request","Task","false","2024-05-16 12:10:41"
"Business Calendar","business_calendar","Application File","true","2024-05-16 11:50:59"
"Business Calendar Filter Option","business_calendar_filter_option","Application File","false","2024-05-16 11:50:59"
"Business Calendar Group","business_calendar_group","Application File","false","2024-05-16 11:50:59"
"Business Calendar Entry","business_calendar_span","","true","2024-05-16 11:50:58"
"Business Calendar Entry Name","business_calendar_span_name","Application File","false","2024-05-16 11:50:59"
"Business Unit","business_unit","","false","2024-05-16 11:51:35"
"Business Unit Strategy","business_unit_strategy","Strategic Objective","false","2024-05-16 11:51:35"
"CAB Agenda Item","cab_agenda_item","Meeting Agenda Item","false","2024-05-16 12:05:59"
"CAB Attendee","cab_attendee","Meeting Attendee","false","2024-05-16 12:05:59"
"CAB Definition","cab_definition","Meeting Definition","false","2024-05-16 12:06:00"
"CAB Meeting","cab_meeting","Meeting","false","2024-05-16 12:05:59"
"CAB Meeting Runtime State","cab_runtime_state","Meeting Runtime State","false","2024-05-16 12:06:00"
"Cached forecast","cached_forecast","","false","2024-05-16 12:02:11"
"Cache Metrics","cache_metrics","","false","2024-05-16 12:12:31"
"Calendars for Package","calendars_for_package","","false","2024-05-16 11:50:59"
"Calendar Indices","calendar_indices","","false","2024-05-16 11:50:59"
"Catalog Builder Analytics","catalog_builder_analytics","","false","2024-05-16 12:10:49"
"Service Category","catalog_category_request","Application File","false","2013-11-09 07:30:37"
"Catalog Category Request User","catalog_category_request_user","","false","2024-05-16 11:54:36"
"Catalog Channel Analytics","catalog_channel_analytics","","false","2024-05-16 12:10:59"
"Catalog Data Lookup Definitions","catalog_dl_definition","Data Lookup Definitions","false","2024-05-16 11:57:45"
"Catalog Matcher Variable Definitions","catalog_dl_definition_rel_mat","Matcher Field Definitions","false","2024-05-16 11:57:46"
"Catalog Setter Variable Definitions","catalog_dl_definition_rel_set","Setter Field Definitions","false","2024-05-16 11:57:46"
"Catalog draft entities","catalog_draft_entities","","false","2024-05-16 12:10:49"
"Catalog Item Analytics","catalog_item_analytics","","false","2024-05-16 12:10:59"
"Catalog Client Scripts","catalog_script_client","Client Script","false","2024-05-16 11:53:44"
"Catalog UI Policy","catalog_ui_policy","UI Policy","false","2024-05-16 11:53:36"
"Catalog UI Policy Action","catalog_ui_policy_action","UI Policy Action","false","2024-05-16 11:53:36"
"Certification Attribute Condition","cert_attr_cond","Certification Condition","false","2024-05-16 11:50:46"
"Audit","cert_audit","Scheduled Script Execution","true","2024-05-16 11:50:54"
"Audit Result","cert_audit_result","","false","2013-02-12 12:11:32"
"Certification CI Relationship Condition","cert_ci_rel_cond","Certification Condition","false","2013-02-19 10:53:57"
"Certification Condition","cert_cond","","true","2013-02-19 10:34:59"
"Certification Filter","cert_filter","","false","2024-05-16 11:50:45"
"Follow On Task","cert_follow_on_task","Task","false","2024-05-16 11:50:45"
"Certification Group Relationship Condition","cert_group_rel_cond","Certification Condition","false","2013-02-19 10:55:59"
"Certification Related List Condition","cert_related_list_cond","Certification Condition","false","2024-05-16 11:50:45"
"Certification Template","cert_template","","false","2013-02-12 12:10:46"
"Certification User Relationship Condition","cert_user_rel_cond","Certification Condition","false","2013-02-19 10:58:48"
"Change Phase","change_phase","Task","false","2024-05-16 11:52:12"
"Change Request","change_request","Task","true","2024-05-16 12:16:36"
"IMAC","change_request_imac","Change Request","false","2024-05-16 11:52:12"
"Change Risk Details","change_risk_details","","false","2024-05-16 11:52:12"
"Change Task","change_task","Task","false","2024-05-16 11:52:12"
"Chat Queue","chat_queue","","false","2024-05-16 11:40:30"
"Chat Queue Entry","chat_queue_entry","Task","false","2024-05-16 11:40:30"
"Checklist","checklist","","false","2024-05-16 11:40:28"
"Checklist Item","checklist_item","","false","2024-05-16 11:40:28"
"Checklist Template","checklist_template","","false","2024-05-16 11:40:28"
"Checkpoint Attribute Description","checkpoint_attribute_description","","false","2024-05-16 12:07:10"
"Change Approval Definition","chg_approval_def","Change Policy Action","false","2024-05-16 12:06:53"
"Change Contextual Sidebar Cards","chg_ctx_sidebar_card","Task Overview Container","false","2024-05-16 12:25:19"
"Change Management Worker","chg_mgt_worker","","false","2024-05-16 11:52:13"
"Change Model","chg_model","State Transition Model","false","2024-05-16 12:06:55"
"Change Model Condition Type","chg_model_condition_type","Model State Transition Condition Type","false","2024-05-16 12:06:55"
"Change Overview Card","chg_overview_card","Application File","false","2024-05-16 12:25:19"
"Change Overview Container","chg_overview_container","Task Overview Container","false","2024-05-16 12:25:19"
"Change Overview Field","chg_overview_field","Application File","false","2024-05-16 12:25:18"
"Change Policy","chg_policy","Decision Table","true","2024-05-16 12:06:53"
"Change Policy Action","chg_policy_action","","true","2024-05-16 12:06:53"
"Applied Change Policy","chg_policy_applied","","false","2024-05-16 12:06:53"
"Change Approval Policy","chg_policy_approval","Change Policy","false","2024-05-16 12:06:54"
"Change Schedule Definition","chg_soc_definition","Change Schedule Definition Core","false","2024-05-16 12:06:50"
"Related Definition","chg_soc_definition_child","Change Schedule Definition Core","false","2024-05-16 12:06:50"
"Change Schedule Definition Core","chg_soc_definition_core","Application File","true","2024-05-16 12:06:50"
"Style Rule","chg_soc_definition_style_rule","Style Rule Core","false","2024-05-16 12:06:50"
"Style Rule","chg_soc_def_child_style_rule","Style Rule Core","false","2024-05-16 12:06:50"
"Style Rule","chg_soc_style_rule","Style Rule Core","false","2024-05-16 12:06:49"
"Style Rule Core","chg_soc_style_rule_core","Application File","true","2024-05-16 12:06:49"
"CIM Credentials","cim_credentials","Credentials","false","2024-05-16 11:56:12"
"CI Diagnostic Category","ci_diagnostic_category","","false","2024-05-16 12:27:10"
"CI Diagnostic Content","ci_diagnostic_content","","false","2024-05-16 12:27:10"
"CI Identifier","ci_identifier","Application File","false","2024-05-16 11:56:00"
"Condition Checks","clm_condition_check","Application File","false","2024-05-16 11:57:23"
"Condition","clm_condition_checker","Application File","false","2024-05-16 11:57:23"
"Contract History","clm_contract_history","","false","2024-05-16 11:57:21"
"Terms and Conditions","clm_m2m_contract_and_terms","","false","2024-05-16 11:57:24"
"Asset Covered","clm_m2m_contract_asset","","false","2024-05-16 11:57:23"
"Users Covered","clm_m2m_contract_user","","false","2024-05-16 11:57:21"
"Asset Covered","clm_m2m_rate_card_asset","","false","2024-05-16 11:57:23"
"Terms and Conditions","clm_terms_and_conditions","","false","2024-05-16 11:57:22"
"Database Clone","clone","","true","2024-05-16 11:37:47"
"Clone Cleanup Script","clone_cleanup_script","Application File","false","2024-05-16 11:37:47"
"Clone Exclude Table","clone_data_exclude","Application File","false","2024-05-16 11:37:48"
"Clone Data Preserver","clone_data_preserver","Application File","false","2024-05-16 11:37:47"
"System Clone","clone_instance","Database Clone","false","2024-05-16 11:37:47"
"Clone Log","clone_log","Log Entry","false","2024-05-16 11:37:48"
"Clone Log","clone_log0000","Log Entry","false","2024-05-16 11:54:58"
"Clone Log","clone_log0001","Log Entry","false","2024-05-16 11:54:59"
"Clone Log","clone_log0002","Log Entry","false","2024-05-16 11:55:00"
"Clone Log","clone_log0003","Log Entry","false","2024-05-16 11:55:01"
"Clone Log","clone_log0004","Log Entry","false","2024-05-16 11:55:02"
"Clone Log","clone_log0005","Log Entry","false","2024-05-16 11:55:04"
"Clone Log","clone_log0006","Log Entry","false","2024-05-16 11:55:05"
"Clone Log","clone_log0007","Log Entry","false","2024-05-16 11:55:05"
"Preserved Data","clone_preserved_data","","false","2024-05-16 11:37:48"
"Clone Profile","clone_profile","Application File","false","2024-05-16 11:37:48"
"Clone Profile Cleanup Scripts","clone_profile_cleanup_scripts","Application File","false","2024-05-16 11:37:48"
"Clone Profile Exclusions","clone_profile_exclusions","Application File","false","2024-05-16 11:37:47"
"Clone Profile Preservers","clone_profile_preservers","Application File","false","2024-05-16 11:37:47"
"Database Table Clone","clone_table","","false","2024-05-16 11:37:47"
"Clone Security Token","clone_token","","false","2024-05-16 11:37:47"
"Cloud Management Credential","cloud_credential","Credentials","true","2024-05-16 11:56:12"
"Cloud Mgmt Region","cloud_mgmt_region","Application File","false","2024-05-16 11:48:24"
"Cloud Public IP Configuration","cloud_public_ip_config","Application File","false","2024-05-16 11:55:42"
"Base Configuration Item","cmdb","","true","2024-05-16 11:43:05"
"cmdb$par1","cmdb$par1","","false","2024-05-16 11:43:05"
"CI Alias","cmdb_alias","","false","2024-05-16 11:43:25"
"Application Model Lifecycle","cmdb_application_model_lifecycle","Model Lifecycle","false","2024-05-16 11:42:56"
"Application Model","cmdb_application_product_model","Product Model","false","2024-05-16 11:42:55"
"CMDB Baseline","cmdb_baseline","","false","2024-05-16 11:47:13"
"CMDB Baseline Entry","cmdb_baseline_entry","","false","2024-05-16 11:43:35"
"Business Rule Exclusion List","cmdb_business_rule_exclusions","Application File","false","2024-05-16 11:43:07"
"CMDB Categories","cmdb_categories","Application File","false","2024-05-16 11:47:33"
"Configuration Item","cmdb_ci","Base Configuration Item","true","2024-05-16 11:43:05"
"Accessory","cmdb_ci_acc","Configuration Item","false","2024-05-16 11:46:14"
"Active Directory Domain Controller","cmdb_ci_ad_controller","Directory Server","false","2024-05-16 11:48:27"
"AD Domain","cmdb_ci_ad_domain","Infrastructure Service","false","2024-05-16 11:46:51"
"Agility Process","cmdb_ci_agility_process","Application","false","2024-05-16 11:44:47"
"AIX Server","cmdb_ci_aix_server","UNIX Server","false","2024-05-16 11:44:49"
"Alias","cmdb_ci_alias","Configuration Item","true","2024-05-16 11:43:56"
"Apache Web Server","cmdb_ci_apache_web_server","Web Server","false","2024-05-16 11:47:14"
"Apic Host","cmdb_ci_apic_host","Virtual Machine Object","false","2024-05-16 11:47:35"
"Apic Tenant","cmdb_ci_apic_tenant","Virtual Machine Object","false","2024-05-16 11:45:33"
"Application","cmdb_ci_appl","Configuration Item","true","2024-05-16 11:43:07"
"Application Cluster","cmdb_ci_application_cluster","Configuration Item","false","2024-05-16 11:44:25"
"Application Software","cmdb_ci_application_software","Software","false","2024-05-16 11:48:14"
"Active Directory Service","cmdb_ci_appl_active_directory","Application","false","2024-05-16 11:45:10"
"BizTalk","cmdb_ci_appl_biztalk","Application","false","2024-05-16 11:43:44"
"BizTalk Orchestration","cmdb_ci_appl_biztalk_orch","Application","false","2024-05-16 11:47:19"
"CA Enterprise Communicator","cmdb_ci_appl_ca","Application","false","2024-05-16 11:46:57"
"CA eTrust Directory Server","cmdb_ci_appl_ca_dir_server","Infrastructure Service","false","2024-05-16 11:44:31"
"CA Introscope Enterprise Manager","cmdb_ci_appl_ca_ent_man","Application","false","2024-05-16 11:48:23"
"CA Identity Manager Provisioning Server","cmdb_ci_appl_ca_id_man","Application","false","2024-05-16 11:43:16"
"Cisco CallManager","cmdb_ci_appl_cisco_call_man","Application","false","2024-05-16 11:46:06"
"Cisco Fibre InterConnect","cmdb_ci_appl_cisco_fibre","Application","false","2024-05-16 11:46:37"
"Citrix Application Icon","cmdb_ci_appl_citrix_app","Application","false","2024-05-16 11:48:28"
"Citrix Collector","cmdb_ci_appl_citrix_collector","Application","false","2024-05-16 11:46:50"
"Citrix XenAPP or Presentation Server","cmdb_ci_appl_citrix_xenapp","Application","false","2024-05-16 11:44:02"
"Connect-It Service","cmdb_ci_appl_connectit","Application","false","2024-05-16 11:45:23"
"Control-M","cmdb_ci_appl_controlm","Application","false","2024-05-16 11:46:11"
"Delivery Controler","cmdb_ci_appl_delivery_controler","Application","false","2024-05-16 11:45:55"
"Documentum Brava Job Processor","cmdb_ci_appl_doc_brava_proc","Application","false","2024-05-16 11:44:23"
"Documentum Brava License Server","cmdb_ci_appl_doc_brava_server","Application","false","2024-05-16 11:47:04"
"Documentum DocBase","cmdb_ci_appl_doc_docbase","Application","false","2024-05-16 11:48:19"
"Documentum Broker","cmdb_ci_appl_doc_docbroker","Application","false","2024-05-16 11:47:45"
".NET Application","cmdb_ci_appl_dot_net","Application","false","2024-05-16 11:46:12"
"Fast Search","cmdb_ci_appl_fastsearch","Application","false","2024-05-16 11:43:12"
"Generic Application","cmdb_ci_appl_generic","Application","false","2024-05-16 11:44:38"
"GlassFish","cmdb_ci_appl_glassfish","Application Server","false","2024-05-16 11:47:53"
"GlassFish WAR","cmdb_ci_appl_glassfish_war","Application Server","false","2024-05-16 11:47:17"
"Groundwork","cmdb_ci_appl_groundwork","Application","false","2024-05-16 11:46:16"
"HP SM Index Server","cmdb_ci_appl_hp_index","Application","false","2024-05-16 11:45:26"
"HP Operations Manager","cmdb_ci_appl_hp_operations","Application","false","2024-05-16 11:47:16"
"HP Quality Center","cmdb_ci_appl_hp_qc","Application","false","2024-05-16 11:45:19"
"HP Service Manager","cmdb_ci_appl_hp_service","Application","false","2024-05-16 11:43:52"
"HP SM KnowledgeBase","cmdb_ci_appl_hp_sm_kb","Application","false","2024-05-16 11:48:08"
"IBM CICS","cmdb_ci_appl_ibm_cics","Application","false","2024-05-16 11:45:31"
"IBM CTG","cmdb_ci_appl_ibm_ctg","Application","false","2024-05-16 11:47:58"
"IBM WebSphere Message Broker","cmdb_ci_appl_ibm_wmb","Application","false","2024-05-16 11:45:42"
"IBM WMB Http Listener","cmdb_ci_appl_ibm_wmb_listener","Application","false","2024-05-16 11:48:07"
"IBM WebSphere MQ","cmdb_ci_appl_ibm_wmq","Application","false","2024-05-16 11:44:33"
